,3212.0
entrance,7.0
entrance.exterior,1.0
entrance.use,1.0
entrance/exit,1.0
entrances,1.0
entrances.,1.0
entrapmenthigh,1.0
entry,3.0
entryexterior,1.0
envoyunlic,1.0
eople,1.0
equip,61.0
"equip,",1.0
equip.,6.0
"equip.,re-secure",2.0
"equip.,roof",1.0
"equip.,rotted,",4.0
"equip.,sanitary",1.0
"equip.,unstop",3.0
"equip.,use",2.0
"equip.,water",1.0
equipement,1.0
equipment,30.0
equipment).exterior,1.0
"equipment,",3.0
"equipment,electrical",20.0
"equipment,exterior",5.0
"equipment,fire",2.0
"equipment,interior",2.0
"equipment,open",2.0
"equipment,smoke",1.0
"equipment,unsafe",1.0
equipment.open,1.0
equipment/open,1.0
equipment/vehicles,1.0
equipment;,2.0
equipmentaccessory,2.0
equipmentcommercial,6.0
equipmentparking,1.0
equipmentsigns,1.0
erected,4.0
eroded,1.0
"eroded,",1.0
eroding,2.0
erosion,1.0
escape,3.0
"escape,fire",2.0
escapevehicle,1.0
escort,1.0
escortunlic,1.0
esigns,1.0
especially,38.0
establishment,1.0
establishmentsigns,1.0
estate,3.0
estates.exterior,1.0
et,1.0
etc,4.0
etc);,1.0
etc)open,1.0
etc.,2.0
etc.)open,1.0
etc.;,1.0
etc.high,1.0
etc.open,3.0
etcillegal,1.0
etcopen,3.0
ethio,2.0
eulala,1.0
eulala-,1.0
even,3.0
evening,12.0
"evening,",1.0
eveningbuilding,1.0
eveningexterior,2.0
evenings,1.0
evenings.building,1.0
eveningsexterior,1.0
eveningshome,1.0
eveningtrash,1.0
event,3.0
event.,1.0
eventfailure,1.0
events,2.0
eventsuse,2.0
eversholt,1.0
eversholt;,1.0
every,28.0
everyday,2.0
everyday.,4.0
everyday.commercial,1.0
everyday.exterior,1.0
everyday.jtdopen,1.0
everydaycommercial,1.0
everydayexterior,2.0
everydayparking,1.0
everydayuse,1.0
everynight.,1.0
everything,2.0
everytime,2.0
everywhere,2.0
everywhere)open,1.0
everywhere.,2.0
everywhere.accessory,1.0
everywhere.accumualtion,1.0
everywhere.open,4.0
everywherecommercial,1.0
everywhereexterior,2.0
"everywheregraffiti,open",1.0
everywhereopen,2.0
everywhererubbish,1.0
everywheresigns,1.0
evicted,1.0
evictedexterior,1.0
eviction,3.0
eviction)exterior,1.0
ewingdale.,1.0
ex,1.0
excavation,3.0
excecss,1.0
exceed,2.0
exceeding,15.0
exceeds,26.0
excess,110.0
excessive,30.0
excrement,4.0
"excrement,exterior",1.0
"excrement,use",1.0
exempt,1.0
exemption,1.0
exercise,2.0
exhaust,15.0
existing,1.0
exit,2.0
exiting,1.0
exotic,1.0
exp,1.0
expedition.,1.0
expeditionvehicle,1.0
expired,101.0
expired)unlic,1.0
"expired,use",1.0
expired.,3.0
expired.building,1.0
expired.strp,2.0
expired;,1.0
expiredbuilding,1.0
expiredopen,2.0
expiredstrp,1.0
explained,2.0
explorer,9.0
"explorer,",1.0
explorer.,1.0
explorerexterior,1.0
explorerunlic,1.0
explorervehicle,1.0
exposed,37.0
exposed.,1.0
exposed.open,1.0
exposedexterior,1.0
express,3.0
express.,1.0
express.graffiti,1.0
expressprohibited,1.0
expresssigns,2.0
ext,11.0
ext.,3.0
extended,2.0
extends,1.0
extension,22.0
extensions,4.0
"extensions,exterior",20.0
"extensions,graffiti",1.0
"extensions,high",1.0
exterior,394.0
"exterior,",6.0
"exterior,leaking",1.0
"exterior,parking",13.0
"exterior,raise",2.0
"exterior,replace",2.0
"exterior,rodents,",1.0
"exterior,rotted",1.0
"exterior,rotted,",1.0
"exterior,rusted",6.0
"exterior,screens",1.0
"exterior,sidewalk",2.0
"exterior,stop",1.0
"exterior,swimming",1.0
"exterior,underpinning,",1.0
"exterior,unlic",6.0
"exterior,use",1.0
exterior/,1.0
exterior/grassexterior,1.0
exterior/roofexterior,1.0
exterioraddress,1.0
exteriorboarding,1.0
exteriorconcrete,1.0
exteriorexterior,11.0
exteriorlighting,1.0
exteriormissing,1.0
exteror,1.0
extinguisherselectrical,1.0
extra,1.0
extreme,2.0
extremely,2.0
eyesore,1.0
eyewash,1.0
f,2.0
f-150,3.0
f-150)vehicle,1.0
f-150.,1.0
f-150vehicle,1.0
facade,1.0
faced,1.0
faces,2.0
facia,6.0
faciaexterior,1.0
facilitie,1.0
"facilitie,toilet",1.0
facilities,72.0
"facilities,plumbing",2.0
"facilities,rubbish",1.0
"facilities,water",2.0
facility,3.0
facilitybuilding,2.0
facing,20.0
faded/peelingexterior,1.0
faded?,1.0
failing,1.0
failure,10.0
fairfield,3.0
fake,1.0
fall,1.0
"fall,",1.0
fall.,1.0
fallen,67.0
fallen)exterior,1.0
"fallen,",1.0
falling,105.0
"falling,",1.0
falling.,1.0
falling.exterior,1.0
fallingaddress,1.0
fallingexterior,3.0
families,6.0
families);,1.0
families.,1.0
families.open,1.0
family,27.0
"family,",1.0
"family,building",1.0
"family,electrical",1.0
"family,exterior",5.0
"family,parking",1.0
family;,1.0
familyuse,1.0
"fan,fire",2.0
fanning,1.0
far,2.0
farm,47.0
fascia,8.0
"fascia,",3.0
fascia.exterior,1.0
fasciaexterior,2.0
fascias,1.0
fashion.,1.0
fastelectronic,6.0
fastened,1.0
faster,2.0
faucet,20.0
faulkner,1.0
fazoli'sopen,1.0
features,1.0
"features,exterior",27.0
"features,high",1.0
"features,open",1.0
feb,1.0
feces,12.0
feces.,2.0
feces.clean,1.0
feces.exterior,1.0
feces;,1.0
fecesaccessory,1.0
fecesdog,1.0
fecesexterior,1.0
fed,1.0
fee,2.0
feeding,1.0
feet,10.0
feetfence,1.0
feince;,1.0
fell,11.0
fence,522.0
"fence),",1.0
fence).,1.0
fence);,1.0
fence)exterior,1.0
fence)open,2.0
fence)parking,1.0
"fence,",55.0
"fence,accessory",1.0
"fence,exterior",2.0
fence.,18.0
fence.accessory,5.0
fence.address,1.0
fence.building,1.0
fence.exterior,13.0
fence.fence,1.0
fence.graffiti,1.0
fence.high,4.0
fence.litter,1.0
fence.open,2.0
fence.paint,1.0
fence.swimming,1.0
fence.unlic,1.0
fence///grassexterior,1.0
fence///parking,1.0
fence//inoperable,1.0
fence/exterior,1.0
"fence/gate,",1.0
fence/junk,1.0
fence/mattress,1.0
fence;,9.0
fenceaccessory,70.0
fenceaddress,1.0
fencebanners,1.0
fenceboat,1.0
fencebuilding,1.0
fenced,5.0
fenceexterior,128.0
fencefence,12.0
fencegraffiti,7.0
"fencegraffiti,open",1.0
fencehigh,17.0
fenceline)high,1.0
fencelineexterior,2.0
fenceopen,39.0
fenceparking,2.0
fenceremove,3.0
fencerepair,1.0
fences,9.0
"fences,",75.0
fenceshigh,2.0
fenceswimming,1.0
fenceunlic,2.0
fenceuse,3.0
fencing,81.0
"fencing,",1.0
fencing.,1.0
fencing/debrisopen,1.0
fencing;,1.0
fencingexterior,1.0
fencwexterior,1.0
fender,1.0
fermo,1.0
festival,1.0
few,9.0
fexterior,1.0
field,4.0
fiesta,1.0
fiestas,1.0
fifth,1.0
figure,1.0
file,5.0
file.,2.0
file.boarding,1.0
filebuilding,1.0
filecommercial,1.0
filefailure,1.0
fileopen,1.0
fileovercrowding,1.0
filing,1.0
filled,12.0
fillexterior,2.0
fillhigh,1.0
filling,3.0
"filth,",30.0
filthydefective,1.0
final,4.0
finaledbuilding,1.0
finalize,1.0
finals,1.0
financial,1.0
find,2.0
find.high,1.0
fine,1.0
finish,136.0
finished,5.0
finished)open,1.0
finished.,2.0
finished.exterior,1.0
fire,30.0
"fire,",1.0
fire.,1.0
fires,1.0
firewood,1.0
first,7.0
fish,3.0
fishaccessory,1.0
fishing.,1.0
five,7.0
five-plex,1.0
fix,2.0
fixed.,1.0
fixedbuilding,1.0
fixedexterior,1.0
fixing,4.0
fixture,11.0
"fixture,rotted,",1.0
fixtures,13.0
"fixtures,electrical",18.0
"fixtures,ext",2.0
"fixtures,exterior",9.0
"fixtures,fire",3.0
"fixtures,interior",1.0
"fixtures,replace",1.0
"fixtures,replace,",1.0
flag,58.0
"flag,",13.0
"flag,pidaddress",1.0
flag.signs,3.0
"flagbanners,prohibited",1.0
flagelectronic,2.0
flagprohibited,3.0
flags,84.0
flags(cell,1.0
"flags,",23.0
flags.signs,1.0
flags/,2.0
flags////a-frame,1.0
flags//repeat,1.0
flags/bandit,1.0
flags/bannersprohibited,1.0
flags/bannerssigns,1.0
"flagsbanners,prohibited",1.0
"flagsbanners,signs",1.0
flagshigh,2.0
flagsign,1.0
flagsigns,49.0
flagsprohibited,7.0
flagssigns,65.0
flammableopen,1.0
flashing,7.0
flashing.exterior,1.0
flat,135.0
flatbed,5.0
flats,7.0
flats.unlic,1.0
flats////construction,1.0
flatsexterior,1.0
flatsunlic,5.0
flatsvehicle,4.0
flea,2.0
fleas,1.0
fleetwood.,1.0
flight,1.0
flintlock,2.0
flipped,1.0
flood,9.0
"flooded,",1.0
flooded.,1.0
floodedventilation,1.0
floodexterior,1.0
flooding,4.0
flooding.exterior,1.0
floodplainbuilding,1.0
floods,1.0
floor,22.0
"floor,",3.0
"floor,rodents,",1.0
"floor,roof",1.0
"floor,rotted,",2.0
"floor,rusted",3.0
"floor,sanitary",1.0
"floor,smoke",2.0
"floor,underpinning,",1.0
"floor,ventilation",1.0
"floor,water",1.0
flooring,27.0
"flooring,rusted",3.0
"flooring,sanitary",3.0
"flooring,screens",1.0
"flooring,sewage",1.0
"flooring,sidewalk",1.0
"flooring,smoke",7.0
"flooring,underpinning,",1.0
"flooring,unstop",1.0
"flooring,ventilation",1.0
flooringopen,1.0
floors,8.0
"floors,damaged",4.0
"floors,defective",15.0
"floors,dirt,",1.0
"floors,drain",2.0
"floors,electrical",46.0
"floors,exhaust",1.0
"floors,ext",1.0
"floors,exterior",41.0
"floors,extermination",5.0
"floors,faucets",1.0
"floors,fire",9.0
"floors,floor",3.0
"floors,hot",1.0
"floors,hvac",3.0
"floors,interior",24.0
"floors,leaking",2.0
"floors,other",1.0
"floors,plumbing",2.0
"floors,raise",1.0
"floors,replace,",1.0
"floors,rodent",1.0
"floors,roof",2.0
"floors,rotted,",6.0
"floors,rusted",1.0
"floors,ventilation",1.0
florenceexterior,1.0
florist,1.0
flow,2.0
flower,2.0
flower/nursery,1.0
flowing,3.0
flowing.exterior,1.0
flows,1.0
fluid,1.0
fluids,3.0
flush,23.0
flying,5.0
flysigns,1.0
focus,7.0
focus.,1.0
focusvehicle,2.0
folding,1.0
follow,1.0
fom,1.0
food,35.0
food.use,1.0
food/alcohol.,1.0
foot,12.0
foothill,1.0
footprint,1.0
for,710.0
forclosed,1.0
forcus,1.0
ford,77.0
ford)unlic,1.0
ford.,1.0
fordexterior,2.0
fordvehicle,2.0
foreclosurehigh,1.0
forest,3.0
forestery,1.0
forklift,1.0
formal,1.0
former,2.0
formerly,1.0
forwarded,2.0
forwarding,5.0
foul,3.0
found,11.0
foundatin,1.0
foundation,28.0
foundexterior,1.0
four,4.0
fowl,1.0
fowl???use,1.0
frame,14.0
"frame,",1.0
"frame,use",1.0
frameabandoned,2.0
framedilapidated,3.0
"frames,exterior",24.0
"frames,fire",2.0
"frames,heating",1.0
"frames,interior",1.0
"frames,open",1.0
framesbuilding,1.0
framing,2.0
freedom,1.0
freezer,3.0
freightliner,1.0
frensley.,1.0
fresno,1.0
fri-sunuse,1.0
friday'suse,1.0
fridge,5.0
"fridge,",1.0
frint,1.0
frisky,1.0
frogs.sign,1.0
from,607.0
fronm,1.0
front,1411.0
"front),",1.0
"front,",11.0
front.,2.0
front.open,1.0
front/backexterior,1.0
front/side,1.0
front;,1.0
frontaccessory,1.0
frontboat,1.0
frontexterior,2.0
frontfence,1.0
fronthigh,1.0
frontier,1.0
fronting,2.0
frontopen,3.0
fronts,1.0
frontunlic,3.0
frt,1.0
frunitureopen,1.0
frying,1.0
ft,10.0
ft.,4.0
ft/bkexterior,1.0
full,165.0
fumesuse,1.0
functioning,1.0
fuples,1.0
furniture,204.0
furniture)exterior,1.0
furniture)open,1.0
"furniture,",30.0
"furniture,open",1.0
furniture.,1.0
furniture.open,1.0
furniture//bldg,1.0
furniture/debrisopen,2.0
furniture/mattress,1.0
furniture;,1.0
furnitureexterior,10.0
furnitureopen,35.0
furnituresigns,1.0
furniturreopen,1.0
furtherance,1.0
furtherest,1.0
furtherfestbuilding,1.0
fuse,5.0
fusion,1.0
futon,1.0
fyi,10.0
fyiexterior,1.0
g,2.0
g'villefailure,1.0
g-15,1.0
g.,1.0
g/thigh,1.0
g4asshigh,1.0
g6,1.0
g63-94x.unlic,1.0
gable,2.0
gableexterior,2.0
gablesexterior,1.0
gagageexterior,1.0
gain,2.0
galant,1.0
gallatin,3.0
gallatinelectronic,1.0
gallery,1.0
gallery.open,1.0
gallon,4.0
gallons,1.0
game,1.0
gang,2.0
garage,118.0
garage).,1.0
"garage,",9.0
"garage,repair",16.0
garage.,11.0
garage.boat,1.0
garage.broken,1.0
garage.building,2.0
garage.commercial,1.0
garage.exterior,3.0
garage.high,1.0
garage.open,2.0
garage.owner,1.0
garage.use,6.0
garage/delapidated,1.0
garage;,4.0
garageaccessory,9.0
garageaddress,2.0
garageboat,1.0
garagebroken,1.0
garagebuilding,4.0
garageexterior,11.0
"garagegraffiti,open",1.0
garagehigh,4.0
garageopen,9.0
garageovercrowding,1.0
garageparking,2.0
garages,47.0
"garages,sidewalk",1.0
"garages,swimming",1.0
"garages,unlic",1.0
garageuse,12.0
garbage,172.0
garbage)open,1.0
"garbage,electrical",1.0
"garbage,exterior",18.0
"garbage,extermination",1.0
"garbage,high",1.0
"garbage,interior",1.0
"garbage,litter",1.0
"garbage,open",2.0
"garbage,rubbish",3.0
"garbage,trash",2.0
"garbage,unlic",2.0
garbage.,1.0
garbage.high,1.0
garbage.open,1.0
garbage;,1.0
garbageexterior,3.0
garbageopen,1.0
garden,1.0
"garden,",1.0
gargaeuse,1.0
gargage,1.0
garnerexterior,1.0
"garss,",1.0
gartland.,1.0
gas,16.0
gas/mechanical),1.0
gassparking,2.0
gate,8.0
"gate,",2.0
gate.exterior,1.0
gateaccessory,1.0
gateexterior,2.0
gateopen,1.0
gates,2.0
"gates,",1.0
"gates,exterior",1.0
gatesaccessory,3.0
gatesexterior,1.0
gatherings,1.0
gave,2.0
gaveparking,1.0
gbanners,1.0
gcould,1.0
"gear,",1.0
gen,46.0
"gen,landlord",4.0
"gen,light",1.0
"gen,mechanical",4.0
"gen,missing",1.0
"gen,open",3.0
"gen,other",1.0
"gen,overhaul",1.0
"gen,pan",1.0
"gen,plumbing",12.0
"gen,proper",1.0
"gen,raise",2.0
"gen,replace",1.0
"gen,rotted,",1.0
"gen,sanitary",2.0
"gen,scope",2.0
"gen,sidewalk",1.0
"gen,stop",2.0
"gen,use",1.0
"gen,ventilation",1.0
"gen,water",1.0
general,336.0
"general,",1.0
"general,extermination",2.0
"general,failure",2.0
"general,fire",4.0
"general,heating",1.0
"general,high",7.0
"general,home",1.0
"general,hvac",1.0
"general,interior",2.0
"general,interiors",22.0
"general,landlord",1.0
"general,open",19.0
"general,parking",1.0
"general,prohibited",1.0
"general,proper",1.0
"general,remove",1.0
"general,repair",2.0
"general,sanitary",48.0
"general,scope",1.0
"general,sewage",2.0
"general,sign",1.0
"general,tractor-trailer",1.0
"general,unlic",5.0
"general,unstop",2.0
"general,use",6.0
"general,water",1.0
general.,2.0
generalprohibited,2.0
generate,1.0
generator,4.0
"generator,",1.0
geneva,2.0
george,1.0
georgia,2.0
get,12.0
gets,2.0
getting,7.0
gfci,4.0
giant,2.0
gibson,1.0
give,3.0
given,2.0
giving,1.0
gladstone,1.0
glass,7.0
"glass,building",2.0
"glass,clean",5.0
"glass,cornices,",5.0
"glass,damaged",2.0
"glass,defective",1.0
"glass,electrical",1.0
"glass,exterior",25.0
"glass,high",3.0
"glass,interior",3.0
"glass,leaking",1.0
"glass,open",4.0
glass.,1.0
glass.exterior,1.0
glaston,1.0
glastonbury,2.0
glazing,9.0
"glazing,exterior",18.0
"glazing,extermination",1.0
"glazing,faulty",1.0
"glazing,fire",1.0
"glazing,graffiti,high",1.0
"glazing,interior",3.0
"glazing,open",5.0
"glazing,overhaul",1.0
"glazing,parking",1.0
"glazing,prohibited",1.0
glen,1.0
glenview,1.0
gmb,1.0
gmc,4.0
gmcunlic,1.0
go,28.0
"go,",1.0
goal,2.0
"goal,",1.0
goat,4.0
goats,6.0
goatschickens,2.0
goes,2.0
going,69.0
going.,2.0
going.exterior,1.0
going.use,1.0
goins,1.0
gold,21.0
goldvehicle,1.0
golf,2.0
gone,1.0
good,2.0
goodwillhigh,1.0
goose,1.0
gorilla,2.0
got,1.0
gourmet,1.0
governing,1.0
government,1.0
govt,1.0
graassparking,1.0
graded,1.0
grading,27.0
"grading,",1.0
gradingexterior,1.0
graeme,1.0
graffiti,158.0
graffiti)exterior,1.0
"graffiti,",9.0
"graffiti,boarding",1.0
"graffiti,building",1.0
"graffiti,exterior",10.0
"graffiti,open",3.0
"graffiti,use",1.0
graffiti.,2.0
graffiti.exterior,2.0
graffiti.graffiti,1.0
"graffiti.graffiti,open",1.0
graffiti.parking,1.0
graffiti/,1.0
graffiti/tires/delapidated,1.0
graffiti;,1.0
graffitiexterior,7.0
graffitifailure,1.0
graffitigraffiti,16.0
"graffitigraffiti,high",2.0
"graffitigraffiti,open",5.0
graffitihigh,1.0
graffitti,5.0
"graffitti,",1.0
graffittiexterior,2.0
graffittigraffiti,1.0
grafitti,8.0
"grafitti,accessory",1.0
grafitti.,2.0
"grafittidirt,",1.0
grafittiexterior,1.0
grafittigraffiti,2.0
"grafittigraffiti,open",1.0
graham's,1.0
grand,10.0
grandview,1.0
granite,4.0
grass,7888.0
"grass
(blue",1.0
grass&weeds,1.0
grass)high,1.0
grass)open,1.0
grass)parking,2.0
"grass,",577.0
"grass,boat",1.0
"grass,commercial",1.0
"grass,exterior",8.0
"grass,high",5.0
"grass,inoperable",2.0
"grass,jtdopen",1.0
"grass,junk",1.0
"grass,occupancy",1.0
"grass,open",3.0
"grass,parking",5.0
"grass,paving",2.0
"grass,plumbing",4.0
"grass,prohibited",6.0
"grass,proper",2.0
"grass,raise",2.0
"grass,re-secure",1.0
"grass,remove",2.0
"grass,repair",2.0
"grass,roof",1.0
"grass,rubbish",4.0
"grass,running",1.0
"grass,rusted",7.0
"grass,rv",1.0
"grass,sanitary",3.0
"grass,sewage",3.0
"grass,sidewalk",5.0
"grass,sign",3.0
"grass,signs",5.0
"grass,stop",1.0
"grass,swimming",10.0
"grass,t,dhigh",1.0
"grass,tractor-trailer",10.0
"grass,trash",3.0
"grass,trashopen",1.0
"grass,unlic",1739.0
"grass,use",145.0
"grass,vehicle",2.0
grass-,3.0
grass.,169.0
"grass.,",1.0
grass.accessory,2.0
grass.building,1.0
grass.commercial,1.0
"grass.cornices,",1.0
grass.exterior,18.0
grass.high,4.0
grass.occupancy,1.0
grass.open,27.0
grass.parking,55.0
grass.unlic,2.0
grass/,17.0
grass////operating,1.0
grass///delapidated,1.0
grass///inoperable,1.0
grass///trashopen,1.0
grass/back,1.0
grass/boat,1.0
grass/bushes.,1.0
grass/bushes.high,1.0
grass/commercial,1.0
grass/debris/usecommercial,1.0
grass/debrishigh,4.0
grass/debrisopen,3.0
"grass/drive,",1.0
grass/drive.,1.0
grass/driveway,1.0
grass/drivewayexterior,4.0
grass/drivewayparking,1.0
grass/exterior,4.0
grass/exteriorexterior,1.0
grass/furniture,1.0
grass/guttersexterior,1.0
grass/hauling,1.0
grass/high,3.0
"grass/inop,unreg",1.0
grass/inoperable,16.0
"grass/inoperable,",1.0
"grass/inoperable,unregistered",2.0
grass/j/dhigh,1.0
grass/j/t/dopen,1.0
grass/jtdhigh,1.0
grass/junk,8.0
grass/lothigh,5.0
grass/open,1.0
grass/ornamental,1.0
grass/over,1.0
grass/overcrowdingovercrowding,1.0
grass/pkinghigh,1.0
grass/premises,2.0
grass/premisis,1.0
grass/repeat,1.0
grass/shrubshigh,1.0
"grass/sidewalk,",1.0
grass/sidinghigh,1.0
grass/trash,2.0
grass/trashexterior,1.0
grass/trashhigh,5.0
grass/trashopen,2.0
grass/unregistered,1.0
grass/useparking,2.0
grass/vac,2.0
grass/vacant,1.0
grass/weeds,81.0
"grass/weeds,",15.0
"grass/weeds,imv's,",1.0
grass/weeds.,33.0
grass/weeds.address,3.0
grass/weeds.exterior,18.0
grass/weeds.high,151.0
grass/weeds.parking,1.0
grass/weeds/busheshigh,1.0
grass/weeds;,5.0
grass/weedsabandoned,1.0
grass/weedsaccessory,1.0
grass/weedsaddress,8.0
grass/weedsboarding,1.0
grass/weedsbuilding,2.0
"grass/weedscornices,",1.0
"grass/weedsdirt,",1.0
grass/weedsexterior,106.0
grass/weedsfailure,1.0
"grass/weedsgraffiti,high",1.0
grass/weedshigh,1538.0
grass/weedsopen,2.0
grass/weedsparking,4.0
grass/weedsunlic,3.0
grass/yard,2.0
grass;,127.0
grass;boat,1.0
grass;open,2.0
grass;parking,1.0
grass`exterior,1.0
grassaccessory,13.0
grassaddress,30.0
grassboarding,2.0
grassboat,17.0
grassbroken,1.0
grassbuilding,12.0
grasschigh,3.0
grasscommercial,20.0
"grasscornices,",1.0
grassed,1.0
grassext,1.0
grassexterior,687.0
grassfailure,1.0
grassfalse,1.0
grassfaulty,1.0
grassgarage,1.0
"grassgraffiti,open",1.0
grasshigh,2252.0
grasshome,2.0
grasshours,1.0
grasslandlord,5.0
grassnd,1.0
grassoccupancy,3.0
grassopen,271.0
grassovercrowding,9.0
"grassovercrowding,parking",1.0
grassparking,2353.0
grassprohibited,1.0
grassshigh,2.0
grasssigns,1.0
grasssparking,1.0
grassswimming,1.0
grassunlic,13.0
grassuse,1.0
grassy,3.0
gravel,17.0
gravel.,1.0
gravel.exterior,1.0
gravel.landlord,1.0
gravelexterior,1.0
gravelledexterior,1.0
gravelsidewalk,3.0
gray,33.0
"gray,",1.0
gray.,2.0
gray/silver,1.0
grayunlic,1.0
grease,3.0
"greasebanners,open",1.0
great,1.0
greater,22.0
green,70.0
greenfieldparking,1.0
greenhouse,1.0
grey,11.0
greyaddress,1.0
grill,4.0
grill.,1.0
grimes,1.0
grocery,5.0
groceryhigh,2.0
grooming,2.0
ground,86.0
"ground,",4.0
"ground,sewer,",1.0
"ground,stagnant",1.0
"ground,unlic",5.0
"ground,unstop",1.0
ground.,4.0
ground.exterior,1.0
ground.gate,1.0
ground.open,1.0
groundboat,1.0
groundexterior,8.0
groundopen,7.0
groundplumbing,1.0
groundsanitary,5.0
groundsewage,3.0
groundshigh,1.0
grounduse,1.0
group,8.0
"group
imvexterior",1.0
"group
jtd,",1.0
"group
open",1.0
groups,1.0
growing,22.0
grown,3.0
grown.,1.0
grownhigh,1.0
grownig,1.0
grrassexterior,1.0
grsshigh,1.0
grub,1.0
gt.,1.0
gtrasshigh,2.0
guardrail,1.0
guards,11.0
"guards,exterior",39.0
"guards,fire",2.0
"guards,heating",1.0
"guards,interior",5.0
"guards,landlord",1.0
"guards,mechanical",1.0
"guards,open",3.0
"guards,parking",1.0
guest,10.0
guests,9.0
"guests,",1.0
guests.,1.0
guests.excess,1.0
guestsexcess,1.0
guestsstrp,1.0
guidelines,1.0
guinea,1.0
gulf,2.0
gun,1.0
gutted,1.0
guttedexterior,1.0
gutter,361.0
"gutter,",2.0
gutter.house,1.0
gutter.open,1.0
gutteraddress,2.0
gutterexterior,4.0
gutters,136.0
"gutters,",16.0
"gutters,exterior",2.0
gutters.,1.0
gutters.exterior,1.0
gutters///foundation,1.0
gutters/trashopen,1.0
gutters:,1.0
gutters;,2.0
guttersaccessory,1.0
guttersexterior,26.0
guttershigh,1.0
guttersmissing,1.0
guttersrusted,3.0
gutting,1.0
gutting/framing,1.0
guy,1.0
guys,1.0
gym,1.0
gym).open,1.0
gymnastics,1.0
gyros,1.0
h,2.0
h&r,9.0
h11536vehicle,1.0
h283147vehicle,1.0
habitable,3.0
hackberry,1.0
had,9.0
hagar.,1.0
hair,9.0
hairdresser,1.0
haitian,1.0
half,14.0
halfway,3.0
halling,1.0
halloween,1.0
halls,5.0
hallway,5.0
hallway.ventilation,1.0
hallways/breezeways,1.0
hamilton,3.0
hampton,2.0
hand,8.0
handheld,3.0
"handheld,signs",1.0
handicap,4.0
handicap.,1.0
handing,1.0
handle,1.0
handling,11.0
handrail,2.0
"handrail,ceiling:",1.0
"handrail,damaged",2.0
"handrail,exterior",1.0
handrailexterior,2.0
handrails,65.0
"handrails,",1.0
handrailsexterior,5.0
hanging,21.0
"hanging,",1.0
happened,1.0
happening,2.0
happy,2.0
harborage,1.0
"harborage,exterior",2.0
"harborage,extermination",1.0
"harborage,fire",2.0
"harborage,high",1.0
"harborage,missing",1.0
"harborage,open",1.0
hardee's,1.0
hardeesgraffiti,1.0
harding,6.0
"hardware,missing",2.0
"hardware,mixing",1.0
"hardware,overhaul",1.0
harmaccessory,1.0
harness,1.0
hart,1.0
has,306.0
hasn't,8.0
hasnt,1.0
hastings,1.0
hatchexterior,1.0
"hatchway,",11.0
hatchwayexterior,1.0
hatchways,1.0
"hatchways,exterior",14.0
"hatchways,fire",1.0
"hatchways,litter",1.0
hauler,1.0
hauler.exterior,1.0
hauling,1.0
have,118.0
haven't,2.0
havent,2.0
having,25.0
hay/straw.,1.0
haywood,2.0
hazard,2.0
hazard.,1.0
hazard;,1.0
hazardelectrical,2.0
hazardexterior,2.0
hazardfailure,1.0
hazardous,1.0
hazards,40.0
"hazards,ext",1.0
"hazards,exterior",28.0
"hazards,fire",7.0
"hazards,hvac",1.0
"hazards,interior",4.0
"hazards,interiors",1.0
"hazards,landlord",2.0
"hazards,mechanical",1.0
"hazards,open",5.0
"hazards,other",1.0
"hazards,overhaul",2.0
"hazards,plumbing",4.0
"hazards,provide",1.0
"hazards,remove",1.0
"hazards,replace",4.0
"hazards,roof",2.0
"hazards,rotted,",2.0
